,start,end,text,labels
10380,11974,12136,shri v manohar learned advocate general thus stated legal position act providing offences punishable retrospective operation,arg_respondent
10381,12137,12283,also pointed offences section said act made cognizable nonbailable putting nonabstante clause,arg_respondent
10382,12284,12440,question whether police case could filed examined light section b said act special act,arg_respondent
10383,12440,12607,consideration heard learned counsel rival sides length light facts quoted us questions framed us,none
10384,12608,12660,proceed deal,none
10385,12662,13074,article constitution india reads thus art protection respect conviction offence person shall convicted offence except violation law force time commission act charged offence subjected penalty greater might inflicted law force time commission offence,sta
10387,13190,14144,section act reads thus however person belonging scheduled castes scheduled tribes denotified tribes vimukta jatis nomadic tribes backward classes special backward category secures admission educational institution seat reserved castes tribes classes company corporation owned controlled government government aided institution cooperative society post reserved castes tribes classes producing false caste certificate shall cancellation caste certificate scrutiny committee liable debarred concerned educational institution case may discharged said employment forthwith benefits enjoyed derived virtue admission appointment person aforesaid shall withdrawn forthwith,sta
10389,14283,14416,next provision section act reproduced entirety offences penalties,sta
10390,14416,15597,whoever obtain false caste certificate furnishing false information filing false statement documents fraudulent means b person belonging scheduled castes scheduled tribes denotified tribes vimukta jatis nomadic tribes backward classes special backward category secures benefits appointments exclusively reserved castes tribes classes government local authority company corporation owned controlled government government aided institution secures admission educational institution seat exclusively reserved castes tribes classes elected elective offices local authority cooperative society office reserved castes tribes classes producing false caste certificate shall conviction punished rigorous imprisonment term shall less six months may extent two years fine shall less two thousand rupees may extend twenty thousand rupees,sta
10391,15597,15831,court shall take cognizance offence punishable section except upon complaint writing made scrutiny committee officer duly authorized scrutiny committee purpose,sta
10392,15833,16001,clear section obtaining false caste certificate furnishing false information etc fraudulent means offence,sta
10393,16002,16168,section b relates production false certificate obtaining benefits person belonging reserved category made offence,sta
10394,16169,16262,sentence provided less six months may extend two years fine,sta
10395,16263,16341,subsection section provides procedure filing criminal case,sta
10396,16342,16447,subsection section provides court shall take cognizance offences section,sta
10397,16448,16590,provides upon filing compliant writing made scrutiny committee authorized officer court may take cognizance,sta
10399,16893,17008,section act reads thus offences act cognizable non bailable,sta
10400,17009,17418,notwithstanding anything contained code criminal procedure offences punishable section shall cognizable nonbailable b every offence punishable act shall tried magistrate first class summary way provisions sections except sub section inclusive code shall far possible may applied trial,sta
10408,18459,18694,therefore answer question accordingly hold filing final report police section code criminal procedure way chargesheet illegal contrary provisions law aforesaid,ratio
10411,19234,19327,section act reads thus penalty issuing false caste certificate,sta
10412,19327,19739,person authority performing functions competent authority act intentionally issues false caste certificate shall conviction punished rigorous imprisonment term shall less six months may extend upto two years fine shall less two thousand rupees may extend upto twenty thousand rupees,sta
10413,19741,20150,court shall take cognizance offence punishable section except previous sanction government section engrafted view punish issue false caste certificates intentionally performing function competent authority rider prosecution could launched sanction section act,sta
10427,21700,21838,thus clear date caste certificate issued law making constitution offence,ratio
10428,21839,22094,scrutiny committee however making observations made para order reproduced advert aspect matter straightway proposed prosecute competent authority section act,ratio
10429,22095,22227,sum provisions section must held prospective nature held retrospective operation,ratio
10430,22228,22474,therefore answer question accordingly hold offence sections act could constituted obtaining certificate certificate issued date act came force,ratio
